Дата,Корпус,Кол-во активных квартир
2023-12-06,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2",74
2023-12-06,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3",66
2023-12-06,"ул. Монтажников 36, (ГП-4.7), подъезд 1",5
2023-12-06,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",56
2023-12-06,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",46
2023-12-06,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",39
2023-12-06,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",47
2023-12-06,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",33
2023-12-06,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",24
2023-12-06,"ул. Монтажников, д. 38, подъезд 3",2
2023-12-06,"ул. Монтажников, д. 40, подъезд 2",1
2023-12-06,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",76
2023-12-06,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",76
2023-12-06,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",76
2023-12-07,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",13
2023-12-07,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-12-07,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",13
2023-12-07,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",7
2023-12-07,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",4
2023-12-07,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",35
2023-12-07,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",40
2023-12-07,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",45
2023-12-07,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 1",56
2023-12-07,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 2",42
2023-12-07,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 3",56
2023-12-07,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 4",56
2023-12-07,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 5",56
2023-12-07,"ул. Валентины Трофимовой, д. 12, подъезд 1",9
2023-12-07,"ул. Валентины Трофимовой, д. 8, подъезд 1",8
2023-12-07,"ул. Валентины Трофимовой, д. 8, подъезд 2",8
2023-12-07,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1",82
2023-12-07,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2",74
2023-12-07,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3",64
2023-12-07,"ул. Монтажников 36, (ГП-4.7), подъезд 1",5
2023-12-07,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",56
2023-12-07,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",45
2023-12-07,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",38
2023-12-07,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",46
2023-12-07,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",33
2023-12-07,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",23
2023-12-07,"ул. Монтажников, д. 38, подъезд 3",2
2023-12-07,"ул. Монтажников, д. 40, подъезд 2",1
2023-12-07,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",76
2023-12-07,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",75
2023-12-07,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",75
2023-12-08,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",13
2023-12-08,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-12-08,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",13
2023-12-08,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",7
2023-12-08,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",4
2023-12-08,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",35
2023-12-08,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",40
2023-12-08,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",45
2023-12-08,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 1",56
2023-12-08,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 2",42
2023-12-08,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 3",56
2023-12-08,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 4",56
2023-12-08,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 5",56
2023-12-08,"ул. Валентины Трофимовой, д. 12, подъезд 1",9
2023-12-08,"ул. Валентины Трофимовой, д. 8, подъезд 1",8
2023-12-08,"ул. Валентины Трофимовой, д. 8, подъезд 2",7
2023-12-08,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1",82
2023-12-08,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2",74
2023-12-08,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3",64
2023-12-08,"ул. Монтажников 36, (ГП-4.7), подъезд 1",5
2023-12-08,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",56
2023-12-08,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",45
2023-12-08,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",38
2023-12-08,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",46
2023-12-08,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",32
2023-12-08,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",23
2023-12-08,"ул. Монтажников, д. 38, подъезд 3",2
2023-12-08,"ул. Монтажников, д. 40, подъезд 2",1
2023-12-08,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",76
2023-12-08,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",75
2023-12-08,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",75
2023-12-09,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",13
2023-12-09,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-12-09,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",13
2023-12-09,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",7
2023-12-09,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",4
2023-12-09,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",35
2023-12-09,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",39
2023-12-09,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",45
2023-12-09,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 1",56
2023-12-09,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 2",42
2023-12-09,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 3",56
2023-12-09,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 4",56
2023-12-09,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 5",56
2023-12-09,"ул. Валентины Трофимовой, д. 12, подъезд 1",9
2023-12-09,"ул. Валентины Трофимовой, д. 8, подъезд 1",8
2023-12-09,"ул. Валентины Трофимовой, д. 8, подъезд 2",7
2023-12-09,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1",81
2023-12-09,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2",73
2023-12-09,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3",64
2023-12-09,"ул. Монтажников 36, (ГП-4.7), подъезд 1",5
2023-12-09,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",56
2023-12-09,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",44
2023-12-09,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",38
2023-12-09,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",46
2023-12-09,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",32
2023-12-09,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",22
2023-12-09,"ул. Монтажников, д. 38, подъезд 3",2
2023-12-09,"ул. Монтажников, д. 40, подъезд 2",1
2023-12-09,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",76
2023-12-09,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",75
2023-12-09,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",75
2023-12-10,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",13
2023-12-10,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-12-10,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",13
2023-12-10,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",7
2023-12-10,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",4
2023-12-10,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",35
2023-12-10,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",39
2023-12-10,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",45
2023-12-10,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 1",56
2023-12-10,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 2",42
2023-12-10,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 3",56
2023-12-10,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 4",56
2023-12-10,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 5",56
2023-12-10,"ул. Валентины Трофимовой, д. 12, подъезд 1",9
2023-12-10,"ул. Валентины Трофимовой, д. 8, подъезд 1",8
2023-12-10,"ул. Валентины Трофимовой, д. 8, подъезд 2",7
2023-12-10,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1",81
2023-12-10,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2",73
2023-12-10,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3",64
2023-12-10,"ул. Монтажников 36, (ГП-4.7), подъезд 1",5
2023-12-10,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",56
2023-12-10,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",44
2023-12-10,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",38
2023-12-10,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",46
2023-12-10,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",32
2023-12-10,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",22
2023-12-10,"ул. Монтажников, д. 38, подъезд 3",2
2023-12-10,"ул. Монтажников, д. 40, подъезд 2",1
2023-12-10,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",76
2023-12-10,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",75
2023-12-10,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",75
2023-12-11,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",13
2023-12-11,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-12-11,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",13
2023-12-11,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",7
2023-12-11,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",4
2023-12-11,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",35
2023-12-11,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",39
2023-12-11,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",45
2023-12-11,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 1",56
2023-12-11,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 2",42
2023-12-11,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 3",56
2023-12-11,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 4",56
2023-12-11,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 5",56
2023-12-11,"ул. Валентины Трофимовой, д. 12, подъезд 1",9
2023-12-11,"ул. Валентины Трофимовой, д. 8, подъезд 1",8
2023-12-11,"ул. Валентины Трофимовой, д. 8, подъезд 2",7
2023-12-11,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1",81
2023-12-11,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2",73
2023-12-11,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3",64
2023-12-11,"ул. Монтажников 36, (ГП-4.7), подъезд 1",5
2023-12-11,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",56
2023-12-11,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",44
2023-12-11,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",38
2023-12-11,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",46
2023-12-11,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",32
2023-12-11,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",22
2023-12-11,"ул. Монтажников, д. 38, подъезд 3",2
2023-12-11,"ул. Монтажников, д. 40, подъезд 2",1
2023-12-11,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",76
2023-12-11,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",75
2023-12-11,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",75
2023-12-12,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-12-12,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",12
2023-12-12,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",7
2023-12-12,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",4
2023-12-12,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",34
2023-12-12,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",38
2023-12-12,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",45
2023-12-12,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 1",56
2023-12-12,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 2",42
2023-12-12,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 3",56
2023-12-12,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 4",56
2023-12-12,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 5",56
2023-12-12,"ул. Валентины Трофимовой, д. 12, подъезд 1",9
2023-12-12,"ул. Валентины Трофимовой, д. 8, подъезд 1",8
2023-12-12,"ул. Валентины Трофимовой, д. 8, подъезд 2",7
2023-12-12,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1",81
2023-12-12,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2",73
2023-12-12,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3",63
2023-12-12,"ул. Монтажников 36, (ГП-4.7), подъезд 1",5
2023-12-12,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",56
2023-12-12,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",44
2023-12-12,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",37
2023-12-12,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",46
2023-12-12,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",32
2023-12-12,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",21
2023-12-12,"ул. Монтажников, д. 38, подъезд 3",2
2023-12-12,"ул. Монтажников, д. 40, подъезд 2",1
2023-12-12,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",75
2023-12-12,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",75
2023-12-12,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",75
2023-12-13,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",12
2023-12-13,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",7
2023-12-13,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",4
2023-12-13,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",33
2023-12-13,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",36
2023-12-13,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",45
2023-12-13,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 1",56
2023-12-13,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 2",41
2023-12-13,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 3",53
2023-12-13,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 4",54
2023-12-13,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 5",54
2023-12-13,"ул. Валентины Трофимовой, д. 12, подъезд 1",9
2023-12-13,"ул. Валентины Трофимовой, д. 8, подъезд 1",8
2023-12-13,"ул. Валентины Трофимовой, д. 8, подъезд 2",7
2023-12-13,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1",81
2023-12-13,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2",73
2023-12-13,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3",63
2023-12-13,"ул. Монтажников 36, (ГП-4.7), подъезд 1",5
2023-12-13,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",56
2023-12-13,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",44
2023-12-13,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",36
2023-12-13,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",46
2023-12-13,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",32
2023-12-13,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",21
2023-12-13,"ул. Монтажников, д. 38, подъезд 3",2
2023-12-13,"ул. Монтажников, д. 40, подъезд 2",1
2023-12-13,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",75
2023-12-13,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",75
2023-12-13,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",73
2023-12-14,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",12
2023-12-14,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",7
2023-12-14,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",4
2023-12-14,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",33
2023-12-14,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",36
2023-12-14,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",45
2023-12-14,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 1",56
2023-12-14,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 2",41
2023-12-14,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 3",53
2023-12-14,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 4",54
2023-12-14,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 5",54
2023-12-14,"ул. Валентины Трофимовой, д. 12, подъезд 1",9
2023-12-14,"ул. Валентины Трофимовой, д. 8, подъезд 1",8
2023-12-14,"ул. Валентины Трофимовой, д. 8, подъезд 2",7
2023-12-14,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1",81
2023-12-14,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2",73
2023-12-14,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3",63
2023-12-14,"ул. Монтажников 36, (ГП-4.7), подъезд 1",5
2023-12-14,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",54
2023-12-14,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",43
2023-12-14,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",36
2023-12-14,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",46
2023-12-14,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",32
2023-12-14,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",19
2023-12-14,"ул. Монтажников, д. 38, подъезд 3",2
2023-12-14,"ул. Монтажников, д. 40, подъезд 2",1
2023-12-14,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",75
2023-12-14,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",75
2023-12-14,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",73
2023-12-15,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",12
2023-12-15,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",7
2023-12-15,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",4
2023-12-15,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",33
2023-12-15,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",36
2023-12-15,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",45
2023-12-15,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 1",56
2023-12-15,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 2",38
2023-12-15,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 3",53
2023-12-15,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 4",54
2023-12-15,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 5",53
2023-12-15,"ул. Валентины Трофимовой, д. 12, подъезд 1",9
2023-12-15,"ул. Валентины Трофимовой, д. 8, подъезд 1",8
2023-12-15,"ул. Валентины Трофимовой, д. 8, подъезд 2",7
2023-12-15,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1",81
2023-12-15,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2",73
2023-12-15,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3",62
2023-12-15,"ул. Монтажников 36, (ГП-4.7), подъезд 1",5
2023-12-15,"ул. Монтажников, 42б. (ГП-6.1), подъезд 1",84
2023-12-15,"ул. Монтажников, 42б. (ГП-6.1), подъезд 2",70
2023-12-15,"ул. Монтажников, 42б. (ГП-6.1), подъезд 3",70
2023-12-15,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",54
2023-12-15,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",43
2023-12-15,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",36
2023-12-15,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",46
2023-12-15,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",32
2023-12-15,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",17
2023-12-15,"ул. Монтажников, д. 38, подъезд 3",2
2023-12-15,"ул. Монтажников, д. 40, подъезд 2",1
2023-12-15,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",75
2023-12-15,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",75
2023-12-15,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",73
2023-12-16,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",12
2023-12-16,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",7
2023-12-16,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",4
2023-12-16,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",33
2023-12-16,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",36
2023-12-16,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",45
2023-12-16,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 1",56
2023-12-16,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 2",38
2023-12-16,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 3",53
2023-12-16,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 4",54
2023-12-16,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 5",53
2023-12-16,"ул. Валентины Трофимовой, д. 12, подъезд 1",9
2023-12-16,"ул. Валентины Трофимовой, д. 8, подъезд 1",7
2023-12-16,"ул. Валентины Трофимовой, д. 8, подъезд 2",7
2023-12-16,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1",81
2023-12-16,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2",73
2023-12-16,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3",61
2023-12-16,"ул. Монтажников 36, (ГП-4.7), подъезд 1",5
2023-12-16,"ул. Монтажников, 42б. (ГП-6.1), подъезд 1",84
2023-12-16,"ул. Монтажников, 42б. (ГП-6.1), подъезд 2",70
2023-12-16,"ул. Монтажников, 42б. (ГП-6.1), подъезд 3",70
2023-12-16,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",54
2023-12-16,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",43
2023-12-16,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",35
2023-12-16,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",46
2023-12-16,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",32
2023-12-16,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",17
2023-12-16,"ул. Монтажников, д. 38, подъезд 3",2
2023-12-16,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",75
2023-12-16,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",75
2023-12-16,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",73
2023-12-17,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",12
2023-12-17,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",7
2023-12-17,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",4
2023-12-17,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",33
2023-12-17,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",36
2023-12-17,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",45
2023-12-17,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 1",56
2023-12-17,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 2",38
2023-12-17,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 3",53
2023-12-17,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 4",54
2023-12-17,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 5",53
2023-12-17,"ул. Валентины Трофимовой, д. 12, подъезд 1",9
2023-12-17,"ул. Валентины Трофимовой, д. 8, подъезд 1",7
2023-12-17,"ул. Валентины Трофимовой, д. 8, подъезд 2",7
2023-12-17,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1",81
2023-12-17,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2",73
2023-12-17,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3",61
2023-12-17,"ул. Монтажников 36, (ГП-4.7), подъезд 1",5
